"Summer 2026"
"Generated 4/15/2026, 8:07:25 AM"
,"CLSS ID","CRN","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Schedule Type","Title","Meeting Pattern","Meetings","Instructor","Room","Status","Part of Term","Custom Start Date","Custom End Date","Session","Campus","Print/Web","Special Approval","Credit Hrs","Attributes","Course Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Wait Cap","Wait Total","Attend Mthd","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Attend Meth","Link To","Comments","Section Notes#1","Section Notes#2","Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Cohort 
Include/Exclude","Restrictions
Cohort"
,"79","54140","Summer 2026","202650","MATH","MATH","110C","MATH 110C","54140 (931)","Calculus III","Calculus III","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","No Room Assigned","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","42","70","60","10","0","DI","","","","","","","","","","This class requires use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 6 weeks. For student support and other services, students can check <a href=""https://sites.google.com/mail.ccsf.edu/jameybass/home"">the instructor's page</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 110S - Support for Calculus I"
,"329","54587","Summer 2026","202650","MATH","MATH","110S","MATH 110S","54587 (S01)","Support for Calculus I","","Lecture","","TWR 9:10am-10:25am","TWR 9:10am-10:25am [Lecture (Class)]","Lee, Hyang-Sug (Suely) (@00330156) [Primary, 100%]","HBB 251","Active","8 weeks Summer session (6/8/26 to 8/2/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No-Cost OER","","5","35","0","10","0","D","","","","","","","","Room Request: This section should be assigned to the same room as MATH 110A S01. Thank you!","","IMPORTANT: This is the required co-requisite support course for MATH 110A section S01. Course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 115 - Discrete Mathematics"
,"330","54588","Summer 2026","202650","MATH","MATH","115","MATH 115","54588 (001)","Discrete Mathematics","","Lecture","","TWR 10:10am-12:45pm","TWR 10:10am-12:45pm [Lecture (Class)]","Rebouh, Mousa (W00228633) [Primary, 100%]","JDVL 803","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","1","35","0","10","0","D","","","","","","","","","","This 6-week section will meet in person at the Ocean Campus. Students can <a href=""mailto:mrebouh@ccsf.edu?subject=Summer%20Mathematics%20Course"">email the instructor</a> if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 70 - Liberal Arts Math"
,"365","54620","Summer 2026","202650","MATH","MATH"," 70","MATH 70","54620 (001)","Liberal Arts Math","","Lecture","","MTWR 3:40pm-5pm","MTWR 3:40pm-5pm [Lecture (Class)]","Maoujoudi, Abdelhak (@00286331) [Primary, 100%]","General Assignment Room","Active","8 weeks Summer session (6/8/26 to 8/2/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","1","35","0","10","0","D","","","","","","","","","","This 8-week section will meet in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"139","54287","Summer 2026","202650","MATH","MATH"," 70","MATH 70","54287 (002)","Liberal Arts Math","Liberal Arts Math","Lecture","","MTWR 12:10pm-2:15pm","MTWR 12:10pm-2:15pm [Lecture (Class)]","Maxwell, Michael (@00126534) [Primary, 100%]","HBB 370","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","3","35","10","10","0","D","","","","","","","","","","This 6-week section will meet in person at the Ocean Campus. Students can <a href=""mailto:mmaxwell@ccsf.edu?subject=Summer%20Mathematics%20Course"">email the instructor</a> if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
,"326","54589","Summer 2026","202650","MATH","MATH"," 70","MATH 70","54589 (003)","Liberal Arts Math","","Lecture","","TWRF 10:10am-12:15pm","TWRF 10:10am-12:15pm [Lecture (Class)]","Urman, Roman (@00114263) [Primary, 100%]","HBB 261","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","2","35","0","10","0","D","","","","","","","","","","This 6-week section will meet in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"199","54404","Summer 2026","202650","MATH","MATH"," 70","MATH 70","54404 (501)","Liberal Arts Math","Liberal Arts Math","Lecture","","TWR 6:10pm-8:45pm","TWR 6:10pm-8:45pm [Lecture (Class)]","Bradach, Kyle (S00015786) [Primary, 100%]","HBB 251","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Evening","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","4","35","32","10","0","D","","","","","","","","","","This 6-week section will meet in person at the Ocean Campus. Students can <a href=""mailto:kbradach@ccsf.edu?subject=Summer%20Mathematics%20Course"">email the instructor</a> if they have questions before the semester begins.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"14","53633","Summer 2026","202650","MATH","MATH"," 70","MATH 70","53633 (931)","Liberal Arts Math","Liberal Arts Math","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Riazati, Farzan (@00288354) [Primary, 100%]","No Room Assigned","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Evening","Online","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","40","40","40","10","5","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 6 weeks. For student support and other services, students can check <a href=""https://sites.google.com/mail.ccsf.edu/math70-961/home"">the instructor's page</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 75 - Math Analysis For Business"
,"325","54590","Summer 2026","202650","MATH","MATH"," 75","MATH 75","54590 (961)","Math Analysis For Business","","Online Hybrid","","F 10:10am-12pm","F 10:10am-12pm (07/24/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Saunders, Katharine (W00004261) [Primary, 100%]","HBB 330; No Room Assigned","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","12","40","0","10","0","DI","","","","","","","","","","This class requires the use of Canvas with one required in-person meeting for the final exam on Friday, July 24th, from 10:10 am - 12:00 pm. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 6 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. Students can <a href=""mailto:ksaunder@ccsf.edu?subject=Summer%20Mathematics%20Course"">email the instructor</a> if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 90 - Precalculus Algebra"
,"9","53229","Summer 2026","202650","MATH","MATH"," 90","MATH 90","53229 (S61)","Precalculus Algebra","Precalculus Algebra","Online Hybrid","","R 1:10pm-3pm","R 1:10pm-3pm (07/23/2026) [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Aggarwal, Monica (S00008434) [Primary, 100%]","HBB 330; No Room Assigned","Active","8 weeks Summer session (6/8/26 to 8/2/26)","","","Day","Ocean","Yes","(None Assigned)","5","CCSF 2: Mathematics; CalGETC 2: Math & Quant Reason","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","3","35","16","10","0","DI","","","","","","","","Room Request: This section should be assigned to the same room as MATH 90S S61. Thank you!","","This class requires one in-person meeting, the use of Canvas, and enrollment in the in-person support section MATH 90S S61. The required in-person meeting on July 23rd from 1:10 - 3:00 pm will take place at the Ocean Campus for the Final Exam. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 8 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. Students can <a href=""mailto:maggarwal@ccsf.edu?subject=Summer%20Mathematics%20Course"">email the instructor</a> if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 90S - Precalculus Algebra Support"
,"80","54143","Summer 2026","202650","MATH","MATH"," 90S","MATH 90S","54143 (S61)","Precalculus Algebra Support","Support for Precalculus Algebra","Lecture","","MTWR 11:10am-12:30pm","MTWR 11:10am-12:30pm [Lecture (Class)]","Aggarwal, Monica (S00008434) [Primary, 100%]","HBB 330","Active","8 weeks Summer session (6/8/26 to 8/2/26)","","","Day","Ocean","Yes","(None Assigned)","3","","","4","35","16","10","0","D","","","","","","","","Room Request: This section should be assigned to the same room as MATH 90S S61. Thank you!","","IMPORTANT: This is the required co-requisite support course for MATH 90 section S61. Course policies are the same for both courses. ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 95 - Trigonometry"
,"19","53755","Summer 2026","202650","MATH","MATH"," 95","MATH 95","53755 (961)","Trigonometry","Trigonometry","Online Hybrid","","TR 12:10pm-2pm","TR 12:10pm-2pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Vo, Danny (W00635022) [Primary, 100%]","HBB 357; No Room Assigned","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Day","Ocean","Yes","(None Assigned)","3","CCSF 2: Mathematics","CCSF 2: Mathematics","11","35","39","10","0","DI","","","","","","","","Room Request: Smart Classroom in HC or JDVL. Thank you!","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 6 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/55276"">the instructor's Canvas page</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 98 - Precalculus & Trigonometry"
,"81","54144","Summer 2026","202650","MATH","MATH"," 98","MATH 98","54144 (001)","Precalculus & Trigonometry","Precalculus & Trigonometry","Lecture","","MTWR 2:10pm-5:40pm","MTWR 2:10pm-5:40pm [Lecture (Class)]","Ivanov, Dmitriy (W00219603) [Primary, 100%]","HBB 251","Active","8 weeks Summer session (6/8/26 to 8/2/26)","","","Day","Ocean","Yes","(None Assigned)","7","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","9","35","33","10","0","D","","","","","","","","","","This 8-week section will meet in person at the Ocean Campus. Students can <a href=""mailto:divanov@ccsf.edu?subject=Summer%20Mathematics%20Course"">email the instructor</a> if they have questions before the semester begins.

","Exclude (E)","High School Exemption (CHSS) ","",""
"STAT 80 - Introduction to Statistics"
,"274","54591","Summer 2026","202650","MATH","STAT"," 80","STAT 80","54591 (002)","Introduction to Statistics","","Lecture","","MTWRF 11:10am-2pm","MTWRF 11:10am-2pm [Lecture (Class)]","Hu, Thomas (W00001619) [Primary, 100%]","JDVL 805","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","3","35","0","10","0","D","","","","","","","","","","This 6-week section will meet in person at the Ocean Campus. Students can <a href=""mailto:thu@ccsf.edu?subject=Summer%20Mathematics%20Course"">email the instructor</a> if they have questions before the semester begins.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"275","54592","Summer 2026","202650","MATH","STAT"," 80","STAT 80","54592 (931)","Introduction to Statistics","","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Bertens, Matthew (W00081349) [Primary, 100%]","No Room Assigned","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","39","40","0","10","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 6 weeks. For student support and other services, students can check <a href=""https://sites.google.com/a/mail.ccsf.edu/matthew-bertens"">the instructor's page</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"273","54593","Summer 2026","202650","MATH","STAT"," 80","STAT 80","54593 (932)","Introduction to Statistics","","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Fredericks, James (@00080129) [Primary, 100%]","No Room Assigned","Active","6 weeks Summer session (6/15/26 to 7/26/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","40","40","0","10","8","DI","","","","","","","","","","This class requires use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 6 weeks. For student support and other services, students can check <a href=""https://sites.google.com/view/jamesfredericks/"">instructor's page</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"276","54594","Summer 2026","202650","MATH","STAT"," 80","STAT 80","54594 (S01)","Introduction to Statistics","","Lecture","","MTWRF 10:10am-12:15pm","MTWRF 10:10am-12:15pm [Lecture (Class)]","Vysotskiy, Vitaliy (W00641290) [Primary, 100%]","JDVL 807","Active","8 weeks Summer session (6/8/26 to 8/2/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost, Not OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","6","35","0","10","0","D","","","","","","","","Room Request: This section should be assigned to the same smart classroom as STAT 80S S01. The instructor prefers HC or JDVL. Thank you!","","This 8-week section will meet in person at the Ocean Campus, and you are required to enroll in the support section STAT 80S S01. Students can <a href=""mailto:vvysotsk@ccsf.edu?subject=Summer%20Mathematics%20Course"">email the instructor</a> if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
"STAT 80S - Support for Statistics"
,"277","54595","Summer 2026","202650","MATH","STAT"," 80S","STAT 80S","54595 (S01)","Support for Statistics","","Lecture","","TWR 8:10am-9:25am","TWR 8:10am-9:25am [Lecture (Class)]","Vysotskiy, Vitaliy (W00641290) [Primary, 100%]","JDVL 807","Active","8 weeks Summer session (6/8/26 to 8/2/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No-Cost, Not OER","","6","35","0","10","0","D","","","","","","","","Room Request: This section should be assigned to the same smart classroom as STAT 80 (C1000) S01. The instructor prefers HC or JDVL. Thank you!","","IMPORTANT: This is the required co-requisite support course for STAT C1000 section S01. Course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
