"Fall 2025"
"Generated 4/7/2026, 4:16:25 PM"
,"CLSS ID","CRN","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Schedule Type","Title","Meeting Pattern","Meetings","Instructor","Room","Status","Part of Term","Custom Start Date","Custom End Date","Session","Campus","Print/Web","Special Approval","Credit Hrs","Attributes","Course Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Wait Cap","Wait Total","Attend Mthd","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Attend Meth","Link To","Comments","Section Notes#1","Section Notes#2","Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Cohort 
Include/Exclude","Restrictions
Cohort"
,"421","70953","Fall 2025","202570","MATH","MATH","110A","MATH 110A","70953 (003)","Calculus I","Calculus I","Lecture","","TR 8:40am-10:55am","TR 8:40am-10:55am [Lecture (Class)]","Dudum, Isam (W00114876) [Primary, 100%]","JDVL 810","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","27","35","31","0","0","W","","","","","","","","","","This class will meet in person at the Ocean campus. Students can <a href=""mailto:idudum@ccsf.edu?subject=Question%20about%20MATH%20110A%20CRN%2070953"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"2072","73825","Fall 2025","202570","MATH","MATH","110A","MATH 110A","73825 (004)","Calculus I","","Lecture","","TR 9:10am-11:25am","TR 9:10am-11:25am [Lecture (Class)]","Hu, Thomas (W00001619) [Primary, 100%]","JDVL 809","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","13","35","0","0","0","W","","","","","","","","","","This class will meet in person at the Ocean campus. Students can <a href=""mailto:thu@ccsf.edu?subject=Question%20about%20MATH%20110A%20CRN%2073825"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"422","70954","Fall 2025","202570","MATH","MATH","110A","MATH 110A","70954 (005)","Calculus I","Calculus I","Lecture","","TR 11:10am-1:25pm","TR 11:10am-1:25pm [Lecture (Class)]","Dudum, Isam (W00114876) [Primary, 100%]","JDVL 810","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","26","35","28","0","0","W","","","","","","","","JDVL 806 please","","This course will take place in person on the Ocean campus. Students can <a href=""mailto:idudum@ccsf.edu?subject=Question%20about%20MATH%20110A%20CRN%2070954"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"424","70956","Fall 2025","202570","MATH","MATH","110A","MATH 110A","70956 (341)","Calculus I","Calculus I","Lecture","","MW 4:40pm-6:55pm","MW 4:40pm-6:55pm [Lecture (Class)]","Lum, Lily (W00076775) [Primary, 100%]","CHNB 1401","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Chinatown/North Beach","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","23","35","30","0","0","W","","","","","","","","","","This class will take place in person at the Chinatown campus. Students can <a href=""mailto:llum@ccsf.edu?subject=Question%20about%20MATH%20110A%20CRN%2070956"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"998","72213","Fall 2025","202570","MATH","MATH","110A","MATH 110A","72213 (861)","Calculus I","Calculus I","Online Hybrid","","T 4:40pm-6:55pm","T 4:40pm-6:55pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Vo, Danny (W00635022) [Primary, 100%]","HC 207; No Room Assigned","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","33","40","29","0","0","WI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meetings will take place on Tuesdays from 4:40pm - 6:55pm on the Ocean Campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. Students can <a href=""mailto:dvo@ccsf.edu?subject=Question%20about%20MATH%20110A%20CRN%2072213"">send email</a> to the instructor if they have questions before the semester begins.  For course details, students must check the<a href=""https://ccsf.instructure.com/courses/55276/pages/hybrid-course-information"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"425","70957","Fall 2025","202570","MATH","MATH","110A","MATH 110A","70957 (862)","Calculus I","Calculus I","Online Hybrid","","W 3:10pm-6pm","W 3:10pm-6pm (10/15/2025) [Lecture (Class)]; W 3:10pm-6pm (12/17/2025) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Greenberg, Mike (@00243537) [Primary, 100%]","JDVL 801; No Room Assigned","Active","Full Term (8/15/25 to 12/19/25)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","32","40","12","0","0","WI","","","","","","","","JDVL 801 appears to be available. ","","This class requires in-person meetings and the use of Canvas.There will be two in-person meetings, October 15 (for a midterm exam) and December 17 (for the final exam). Both meetings will be 3:10pm - 6pm on the Ocean campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>.  For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/mikegreenberg"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"428","70960","Fall 2025","202570","MATH","MATH","110A","MATH 110A","70960 (931)","Calculus I","Calculus I","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Liu, Renee (W00703406) [Primary, 100%]","No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","31","40","35","0","0","DI","","","","","","","","","","This class has no scheduled meetings and requires the use of Canvas. All coursework is completed on Canvas using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/renee-math-classroom/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"963","72084","Fall 2025","202570","MATH","MATH","110A","MATH 110A","72084 (932)","Calculus I","Calculus I","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Liu, Renee (W00703406) [Primary, 100%]","No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","38","40","36","0","0","DI","","","","","","","","","","This class has no scheduled meetings and requires the use of Canvas. All coursework is completed on Canvas using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/renee-math-classroom/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"426","70958","Fall 2025","202570","MATH","MATH","110A","MATH 110A","70958 (934)","Calculus I","Calculus I","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Bertens, Matthew (W00081349) [Primary, 100%]","No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","38","40","5","0","0","DI","","","","","","","","","","This class has no scheduled meetings and requires the use of Canvas. All coursework is completed on Canvas using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For course details, students must check the <a href=""https://sites.google.com/a/mail.ccsf.edu/matthew-bertens/"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"427","70959","Fall 2025","202570","MATH","MATH","110A","MATH 110A","70959 (961)","Calculus I","Calculus I","Online Hybrid","","T 6:10pm-8pm","T 6:10pm-8pm (09/23/2025) [Lecture (Class)]; T 6:10pm-8pm (10/21/2025) [Lecture (Class)]; T 6:10pm-8pm (11/18/2025) [Lecture (Class)]; T 6:10pm-8pm (12/16/2025) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Stevens, Alice (W00172903) [Primary, 100%]","HBB 370; No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","17","40","27","0","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas.There will be in-person meetings on 9/23, 10/21, 11/18, and 12/16. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/astevens/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"423","70955","Fall 2025","202570","MATH","MATH","110A","MATH 110A","70955 (962)","Calculus I","Calculus I","Online Hybrid","","F 1:10pm-3pm","F 1:10pm-3pm (10/03/2025) [Lecture (Class)]; F 1:10pm-3pm (10/17/2025) [Lecture (Class)]; F 1:10pm-3pm (11/07/2025) [Lecture (Class)]; F 1:10pm-3pm (11/21/2025) [Lecture (Class)]; F 1:10pm-3pm (12/12/2025) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bertens, Matthew (W00081349) [Primary, 100%]","HBB 398; No Room Assigned","Active","12 week session (9/29/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","33","40","38","0","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. There will be FIVE in-person meetings on 10/3, 10/17, 11/7, 11/21, and 12/12 from 1:10pm - 3pm. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 12 Weeks. For course details, students must check the <a href=""https://sites.google.com/a/mail.ccsf.edu/matthew-bertens/"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2073","73826","Fall 2025","202570","MATH","MATH","110A","MATH 110A","73826 (S01)","Calculus I","","Lecture","","MTWR 9:10am-10:15am","MTWR 9:10am-10:15am [Lecture (Class)]; Does Not Meet [Lecture (Class)]","Bravewoman, Mary (W00003384) [Primary, 80%]; Bravewoman, Mary (W00003384) [20%]","HC 213; No Room Assigned","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics;  Women's and Gender Studies","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","20","35","0","0","0","W","","","","","","","","Room request - HC 213","","IMPORTANT: This section of 110A is linked to 110S, a support course that offers additional support and an assigned tutor. Both sections (CRNs 73826 and 73832) MUST be added together.This class will meet in person at the Ocean campus. Students can <a href=""mailto:mbravewo@ccsf.edu?subject=Question%20about%20MATH%20110A%20CRN%2073826"">send email</a> to the instructor if they have questions before the semester begins.  
Focus: Women's and Gender Studies. Emphasis on examining how society shapes women's views towards math. Use of math examples related to women's lives.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2081","73827","Fall 2025","202570","MATH","MATH","110A","MATH 110A","73827 (S02)","Calculus I","","Lecture","","TR 12:10pm-2:25pm","TR 12:10pm-2:25pm [Lecture (Class)]","Dadmehr, Shireen (WA2985154) [Primary, 100%]","JDVL 804","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","40","35","0","0","0","W","","","","","","","","","","IMPORTANT: This section of 110A is linked to 110S, a support course that offers additional support and an assigned tutor. Both sections (CRNs 73827 and 73833) MUST be added together.This class will meet in person at the Ocean campus. Students can <a href=""mailto:sdadmehr@ccsf.edu?subject=Question%20about%20MATH%20110A%20CRN%20XXXXX"">send email</a> to the instructor if they have questions before the semester begins.  
","Exclude (E)","High School Exemption (CHSS) ","",""
,"2075","73828","Fall 2025","202570","MATH","MATH","110A","MATH 110A","73828 (S61)","Calculus I","","Online Hybrid","","M 5:10pm-6pm","M 5:10pm-6pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Lockman, Kendra (@00242494) [Primary, 100%]","MIC 321- General Classroom; No Room Assigned","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Mission","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","22","40","0","0","0","WI","","","","","","","","","","IMPORTANT: This section of 110A is linked to 110S, a support course that offers additional support and an assigned tutor. Both sections (CRNs 73828 and 73864) MUST be added together. This class requires in-person meetings and the use of Canvas. In-person meetings will take place on Mondays 5:10pm - 6pm at the Mission Campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of<a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For course details, students must check the<a
href=""https://sites.google.com/mail.ccsf.edu/klockman/""> instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2077","73829","Fall 2025","202570","MATH","MATH","110A","MATH 110A","73829 (S62)","Calculus I","","Online Hybrid","","W 1:10pm-2pm","W 1:10pm-2pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Lockman, Kendra (@00242494) [Primary, 100%]","BATL 713- General Classroom; No Room Assigned","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","25","40","0","0","0","WI","","","","","","","","Room request - BATL 349","","IMPORTANT: This section of 110A is linked to 110S, a support course that offers additional support and an assigned tutor. Both sections (CRNs 73829 and 73835) MUST be added together.This class requires in-person meetings and the use of Canvas. In-person meetings will take place on Wednesdays 1:10pm - 2pm at the Ocean Campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of<a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For course details, students must check the<a
href=""https://sites.google.com/mail.ccsf.edu/klockman/""> instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2079","73830","Fall 2025","202570","MATH","MATH","110A","MATH 110A","73830 (S63)","Calculus I","","Online Hybrid","","TR 10:10am-11:25am","TR 10:10am-11:25am [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Saunders, Katharine (W00004261) [Primary, 100%]","BATL 713- General Classroom; No Room Assigned","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","43","40","0","0","0","WI","","","","","","","","Room request - BATL 713","","IMPORTANT: This section of 110A is linked to 110S, a support course that offers additional support and an assigned tutor. Both sections (CRNs 73830 and 73836) MUST be added together.This class requires in-person meetings and the use of Canvas. In-person meetings will take place on Tuesdays and Thursdays 10:10 - 11:25 at the Ocean Campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of<a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/mathspider"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 110B - Calculus II"
,"429","70963","Fall 2025","202570","MATH","MATH","110B","MATH 110B","70963 (001)","Calculus II","Calculus II","Lecture","","MW 1:10pm-3:45pm","MW 1:10pm-3:45pm [Lecture (Class)]","McLanahan, Amy (@00114252) [Primary, 100%]","BATL 753 - General Classroom","Active","16 week session (9/2/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","28","35","29","0","0","D","","","","","","","","BATL 753 please","","This class will meet in person at the Ocean campus. Students can <a href=""mailto:amclanah@ccsf.edu?subject=Question%20about%20MATH%20110B%20CRN%2070963"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"430","70964","Fall 2025","202570","MATH","MATH","110B","MATH 110B","70964 (002)","Calculus II","Calculus II","Lecture","","MW 2:10pm-4:25pm","MW 2:10pm-4:25pm [Lecture (Class)]","Lee, Theodore (W00001670) [Primary, 100%]","BATL 611 - Smart Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","21","35","25","0","0","W","","","","","","","","","","This class will be taught in person at the Ocean campus. Students can <a href=""mailto:tblee@ccsf.edu?subject=Question%20about%20MATH%20110B%20CRN%2070964"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1102","72452","Fall 2025","202570","MATH","MATH","110B","MATH 110B","72452 (003)","Calculus II","Calculus II","Lecture","","TR 11:10am-1:45pm","TR 11:10am-1:45pm [Lecture (Class)]","Liu, Renee (W00703406) [Primary, 100%]","HC 205","Active","16 week session (9/2/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","31","35","34","0","0","D","","","","","","","","","","This class will take place in person at the Ocean campus. Students can <a href=""mailto:rliu@ccsf.edu?subject=Question%20about%20MATH%20110B%20CRN%2072452"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
