"Fall 2026"
"Generated 4/28/2026, 12:27:50 PM"
,"CLSS ID","CRN","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Schedule Type","Title","Meeting Pattern","Meetings","Instructor","Room","Status","Part of Term","Custom Start Date","Custom End Date","Session","Campus","Print/Web","Special Approval","Credit Hrs","Attributes","Course Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Wait Cap","Wait Total","Attend Mthd","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Attend Meth","Link To","Comments","Section Notes#1","Section Notes#2","Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Cohort 
Include/Exclude","Restrictions
Cohort"
,"354","70953","Fall 2026","202670","MATH","MATH","110A","MATH 110A","70953 (003)","Calculus I","Calculus I","Lecture","","MW 8:40am-10:55am","MW 8:40am-10:55am [Lecture (Class)]","Dudum, Isam (W00114876) [Primary, 100%]","ART 310 - General Classroom","Active","Full Term (8/18/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","27","10","0","W","","","","","","","","","","","Exclude (E)","High School Exemption (CHSS) ","",""
,"1664","73825","Fall 2026","202670","MATH","MATH","110A","MATH 110A","73825 (004)","Calculus I","Calculus I","Lecture","","MW 6:10pm-8:25pm","MW 6:10pm-8:25pm [Lecture (Class)]","Jeh, Wesley (W00409997) [Primary, 100%]","BATL 611 - Smart Classroom","Active","Full Term (8/18/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","13","10","0","W","","","","","","","","Room Request: Smart Classroom","","For student support and other services, students can check the <a href=""fog.ccsf.edu/wjeh"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"355","70954","Fall 2026","202670","MATH","MATH","110A","MATH 110A","70954 (005)","Calculus I","Calculus I","Lecture","","MW 11:10am-1:25pm","MW 11:10am-1:25pm [Lecture (Class)]","Dudum, Isam (W00114876) [Primary, 100%]","ART 310 - General Classroom","Active","Full Term (8/18/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","26","10","0","W","","","","","","","","","","","Exclude (E)","High School Exemption (CHSS) ","",""
,"357","70956","Fall 2026","202670","MATH","MATH","110A","MATH 110A","70956 (006)","Calculus I","Calculus I","Lecture","","MTWRF 8:10am-9am","MTWRF 8:10am-9am [Lecture (Class)]","Bravewoman, Mary (W00003384) [Primary, 100%]","HC 213","Active","Full Term (8/18/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics;  Women's and Gender Studies","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","23","10","0","W","","","","","","","","","","Focus: Women's and Gender Studies. Emphasis on examining how society shapes women's views towards math. Use of math examples related to women's lives.","Exclude (E)","High School Exemption (CHSS) ","",""
,"849","72084","Fall 2026","202670","MATH","MATH","110A","MATH 110A","72084 (007)","Calculus I","Calculus I","Lecture","","TR 10:10am-12:35pm","TR 10:10am-12:35pm [Lecture (Class)]","Lee, Hyang-Sug (Suely) (@00330156) [Primary, 100%]","BATL 613 - Smart Classroom - Projector, blackboard","Active","16 week session (8/31/26 to 12/22/26)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","38","10","0","D","","","","","","","","Galley Proof Room Request Update: Move to HC 207
Context: I'll ask to move MATH 110A CRN 73830 S63 and MATH 110S CRN 73836 S63 to BATL 713. Thank you!","","","Exclude (E)","High School Exemption (CHSS) ","",""
,"360","70959","Fall 2026","202670","MATH","MATH","110A","MATH 110A","70959 (009)","Calculus I","Calculus I","Lecture","","Sa 8:10am-1pm","Sa 8:10am-1pm [Lecture (Class)]","Jeh, Wesley (W00409997) [Primary, 100%]","HBB 250","Active","Full Term (8/18/26 to 12/22/26)","","","Weekend","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","17","10","0","W","","","","","","","","Room Request: Smart Classroom","","","Exclude (E)","High School Exemption (CHSS) ","",""
,"879","72213","Fall 2026","202670","MATH","MATH","110A","MATH 110A","72213 (861)","Calculus I","Calculus I","Online Hybrid","","T 5:10pm-7:25pm","T 5:10pm-7:25pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Vo, Danny (W00635022) [Primary, 100%]","HC 207; No Room Assigned","Active","Full Term (8/18/26 to 12/22/26)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","33","10","0","WI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://ccsf.instructure.com/courses/55276"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"358","70957","Fall 2026","202670","MATH","MATH","110A","MATH 110A","70957 (933)","Calculus I","Calculus I","Online Learning","","Does Not Meet","Does Not Meet [Lecture (Class)]","Liu, Renee (W00703406) [Primary, 100%]","No Room Assigned","Active","16 week session (8/31/26 to 12/22/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","40","32","10","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/renee-math-classroom/home"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"359","70958","Fall 2026","202670","MATH","MATH","110A","MATH 110A","70958 (934)","Calculus I","Calculus I","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Bertens, Matthew (W00081349) [Primary, 100%]","No Room Assigned","Active","16 week session (8/31/26 to 12/22/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","40","38","10","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/a/mail.ccsf.edu/matthew-bertens"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"356","70955","Fall 2026","202670","MATH","MATH","110A","MATH 110A","70955 (962)","Calculus I","Calculus I","Online Hybrid","","F 1:10pm-3pm","F 1:10pm-3pm (10/02/2026) [Lecture (Class)]; F 1:10pm-3pm (10/16/2026) [Lecture (Class)]; F 1:10pm-3pm (11/06/2026) [Lecture (Class)]; F 1:10pm-3pm (11/20/2026) [Lecture (Class)]; F 1:10pm-3pm (12/18/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bertens, Matthew (W00081349) [Primary, 100%]","STEM 317; No Room Assigned","Active","12 week session (9/28/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","33","10","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 12 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/a/mail.ccsf.edu/matthew-bertens"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"361","70960","Fall 2026","202670","MATH","MATH","110A","MATH 110A","70960 (965)","Calculus I","Calculus I","Online Hybrid","","R 12:10pm-2:25pm","R 12:10pm-2:25pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Page II, Ronald (@00264621) [Primary, 100%]","MIC 314 - General Classroom; No Room Assigned","Active","16 week session (8/31/26 to 12/22/26)","","","Evening","Mission","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","31","10","0","DI","","","","","","","","","","This class requires in-person meetings at the Mission Center and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://ccsf.instructure.com/courses/55262/pages/welcome"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1666","73827","Fall 2026","202670","MATH","MATH","110A","MATH 110A","73827 (S02)","Calculus I","Calculus I","Lecture","","TR 1:10pm-3:25pm","TR 1:10pm-3:25pm [Lecture (Class)]","Dadmehr, Shireen (WA2985154) [Primary, 100%]","CLOU 260 - Smart Classroom","Active","Full Term (8/18/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics;  Women's and Gender Studies","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","33","40","10","0","W","","","","","","","","Gally Proof Room Request Update: Move from HBB to CLOU 260 so that it is in the same room as MATH 110S-S02. Thanks!","","Focus: Women's and Gender Studies. Emphasis on examining how society shapes women's views towards math. Use of math examples related to women's lives.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1665","73826","Fall 2026","202670","MATH","MATH","110A","MATH 110A","73826 (S31)","Calculus I","Calculus I","Online Hybrid","","MW 10:10am-11am","MW 10:10am-11am [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Lum, Lily (W00076775) [Primary, 100%]","CHNB 1405; No Room Assigned","Active","Full Term (8/18/26 to 12/22/26)","","","Day","Chinatown/North Beach","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","20","10","0","WI","","","","","","","","Room Request: CHNB 605 (Smart Classroom and same as MATH 110S-S31)","","This class requires in-person meetings at the Chinatown/North Beach Center and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1667","73828","Fall 2026","202670","MATH","MATH","110A","MATH 110A","73828 (S61)","Calculus I","Calculus I","Online Hybrid","","M 5:10pm-6pm","M 5:10pm-6pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Lockman, Kendra (@00242494) [Primary, 100%]","MIC 321- General Classroom; No Room Assigned","Active","Full Term (8/18/26 to 12/22/26)","","","Evening","Mission","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","22","10","0","WI","","","","","","","","","","This class requires in-person meetings at the Mission Center and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/klockman/"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1668","73829","Fall 2026","202670","MATH","MATH","110A","MATH 110A","73829 (S62)","Calculus I","Calculus I","Online Hybrid","","W 1:10pm-2pm","W 1:10pm-2pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Lockman, Kendra (@00242494) [Primary, 100%]","BATL 713- General Classroom; No Room Assigned","Active","Full Term (8/18/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","25","10","0","WI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/klockman/"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"2129","74317","Fall 2026","202670","MATH","MATH","110A","MATH 110A","74317 (S64)","Calculus I","","Online Hybrid","","TR 10:10am-11am","TR 10:10am-11am [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Saunders, Katharine (W00004261) [Primary, 100%]","BATL 713- General Classroom; No Room Assigned","Active","16 week session (8/31/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","0","10","0","DI","","","","","","","","Room Request: Batmale 713
Note: Replacing section with Part of Term error. Moving MATH 110A-007, which is currently scheduled in Batmale 713, to a new room.","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 110B - Calculus II"
,"363","70964","Fall 2026","202670","MATH","MATH","110B","MATH 110B","70964 (002)","Calculus II","Calculus II","Lecture","","MW 2:10pm-4:25pm","MW 2:10pm-4:25pm [Lecture (Class)]","Lee, Theodore (W00001670) [Primary, 100%]","BATL 611 - Smart Classroom","Active","Full Term (8/18/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","21","10","0","W","","","","","","","","","","","Exclude (E)","High School Exemption (CHSS) ","",""
,"970","72452","Fall 2026","202670","MATH","MATH","110B","MATH 110B","72452 (003)","Calculus II","Calculus II","Lecture","","TR 11:10am-1:35pm","TR 11:10am-1:35pm [Lecture (Class)]","Liu, Renee (W00703406) [Primary, 100%]","HC 205","Active","16 week session (8/31/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","31","10","0","D","","","","","","","","Room Request: HC 205 or HC 206","","For more information, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/renee-math-classroom/home"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"364","70965","Fall 2026","202670","MATH","MATH","110B","MATH 110B","70965 (961)","Calculus II","Calculus II","Online Hybrid","","W 8:10am-10:25am","W 8:10am-10:25am [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","JDVL 810; No Room Assigned","Active","16 week session (8/31/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","36","10","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass/home"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"971","72453","Fall 2026","202670","MATH","MATH","110B","MATH 110B","72453 (962)","Calculus II","Calculus II","Online Hybrid","","T 6:10pm-8:25pm","T 6:10pm-8:25pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","CHNB 1305; No Room Assigned","Active","16 week session (8/31/26 to 12/22/26)","","","Evening","Chinatown/North Beach","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","32","10","0","DI","","","","","","","","","","This class requires in-person meetings at the Chinatown/North Beach Center and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass/home"">instructor's website</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1670","73831","Fall 2026","202670","MATH","MATH","110B","MATH 110B","73831 (963)","Calculus II","Calculus II","Online Hybrid","","T 6:10pm-8:25pm","T 6:10pm-8:25pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Fuchs, Katia (@00242317) [Primary, 100%]","MIC 319- General Classroom; No Room Assigned","Active","16 week session (8/31/26 to 12/22/26)","","","Evening","Mission","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","26","10","0","DI","","","","","","","","","","This class requires in-person meetings at the Mission Center and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"362","70963","Fall 2026","202670","MATH","MATH","110B","MATH 110B","70963 (964)","Calculus II","Calculus II","Online Hybrid","","T 11:10am-1:25pm","T 11:10am-1:25pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Fuchs, Katia (@00242317) [Primary, 100%]","HBB 370; No Room Assigned","Active","16 week session (8/31/26 to 12/22/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","28","10","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
